Region,Voter_Turnout_Percentage,Support_Type
Greater London,66.36392492964943,Remain
Wales,76.88159531960181,Leave
Northern Ireland,65.35225116565888,Leave
Yorkshire,67.78476110260466,Leave
Scotland,62.013169963118386,Remain
West Midlands,61.43207768885676,Remain
Greater London,74.27902554481562,Remain
South East,65.79801458932816,Leave
North East,77.72770824973993,Remain
Yorkshire,69.24027874071105,Leave
Wales,63.010999853880854,Remain
Scotland,65.81411242629764,Remain
Scotland,68.98133343438451,Leave
West Midlands,73.64276134501156,Leave
Greater London,78.78261306879004,Leave
Yorkshire,63.9977278384047,Remain
North East,65.87035578588224,Remain
Northern Ireland,72.58739634018485,Remain
East Midlands,60.5025904544062,Leave
South East,76.50490160694146,Leave
West Midlands,78.51493230904042,Remain
Wales,71.87751864960632,Remain
Greater London,75.8921641790149,Leave
East Midlands,74.88179151917339,Remain
Greater London,65.97316285785021,Leave
Wales,63.47966670342557,Leave
Northern Ireland,67.99959738307471,Leave
Yorkshire,79.90362471976609,Remain
Wales,79.26217668683934,Leave
Yorkshire,72.13785475621397,Leave
West Midlands,70.99650067490006,Leave
Scotland,69.495747120596,Leave
Scotland,71.26137667954254,Leave
South East,77.67707724179033,Leave
Wales,76.11661916199178,Remain
North East,62.97161197998603,Leave
South East,69.44046235256536,Leave
Northern Ireland,63.91155180037047,Remain
North East,62.65985272191879,Remain
East Midlands,76.29877587771318,Leave
Greater London,62.1708862202468,Leave
East Midlands,79.82643750842293,Remain
Scotland,76.68494688260115,Leave
Northern Ireland,72.3881895267476,Leave
West Midlands,78.70245754760414,Leave
East Midlands,62.57414388266646,Leave
Yorkshire,60.7769830362037,Leave
West Midlands,71.28151353602867,Remain
Wales,61.02766778096824,Remain
West Midlands,65.99477438373374,Remain
Yorkshire,63.728917335196414,Remain
West Midlands,71.04965890875586,Leave
Northern Ireland,75.93575228358735,Remain
East Midlands,77.07537550334405,Remain
East Midlands,73.87630194460341,Remain
Greater London,73.80627455230717,Leave
Wales,73.94992184017369,Leave
Greater London,60.655044144112416,Leave
Greater London,62.626114423315265,Remain
Northern Ireland,74.55046813396413,Remain
South East,65.70829168129247,Leave
Scotland,71.44738404342928,Leave
South East,61.09386518227441,Remain
Wales,72.96536374142273,Remain
South East,69.15064929450735,Leave
Wales,61.376839070726284,Remain
South East,65.46115758780468,Remain
Northern Ireland,79.31066968706341,Remain
Wales,63.31957173748781,Leave
Greater London,78.25838766076541,Leave
Greater London,73.89331937252204,Leave
Greater London,60.63878984951661,Remain
Northern Ireland,69.71984584634444,Remain
South East,69.63506507828922,Leave
Wales,63.7379903955083,Leave
Yorkshire,79.92822814602067,Leave
South East,68.637033383378,Leave
West Midlands,78.1824314981916,Remain
Yorkshire,72.6623632834063,Leave
West Midlands,65.5427060725641,Leave
Greater London,75.33791519209213,Remain
Northern Ireland,73.0616275451354,Remain
West Midlands,73.07666979291668,Leave
East Midlands,77.30073589781223,Leave
Yorkshire,61.06466392501588,Leave
Wales,74.6284787490453,Remain
West Midlands,75.38573608427023,Remain
South East,69.25377141058998,Remain
South East,72.69861937598478,Remain
North East,66.16679891626639,Leave
Scotland,68.2496332867921,Remain
West Midlands,67.31546949973145,Leave
Yorkshire,64.31994182562556,Remain
Scotland,77.73114387210079,Remain
Scotland,78.74940291659162,Leave
Yorkshire,79.72779021406942,Remain
Northern Ireland,71.7051891054486,Remain
North East,78.49705849820428,Remain
Yorkshire,74.41111237137761,Leave
Northern Ireland,60.29659587915115,Remain
West Midlands,61.88086417240863,Leave
North East,76.08091502538409,Leave
East Midlands,75.95832508465901,Leave
East Midlands,78.22386641521125,Remain
Northern Ireland,64.04535723845514,Leave
Yorkshire,71.15159818371184,Remain
Yorkshire,63.51272746714159,Remain
Scotland,70.25419221305278,Remain
West Midlands,68.93011983303325,Leave
Wales,79.76092771332662,Leave
Greater London,64.4912721954289,Remain
Wales,66.33565147394205,Remain
Greater London,71.06437359110485,Leave
South East,67.33643864186816,Leave
Wales,70.04859676275638,Leave
Scotland,62.9426871449666,Remain
Greater London,78.17680038352084,Leave
Yorkshire,72.2716664348504,Remain
Greater London,63.18967832093879,Remain
Yorkshire,71.57566456854616,Remain
Greater London,78.23884312699104,Leave
Greater London,76.47948343138731,Leave
Northern Ireland,62.51036299477085,Leave
East Midlands,73.24408107481221,Leave
North East,72.86482364498758,Leave
Greater London,63.35350406950512,Remain
North East,79.91355637577334,Remain
Greater London,67.87619556157549,Leave
Greater London,60.08169414648473,Remain
Greater London,60.37933405805069,Leave
South East,75.40299632958835,Leave
Wales,67.52325167327072,Leave
Wales,67.6574608827956,Leave
Yorkshire,68.47104076358899,Leave
Greater London,63.63192406622442,Remain
South East,66.38275659907018,Leave
Greater London,65.87960512881591,Remain
East Midlands,66.4079195688154,Leave
Yorkshire,77.6768925278206,Remain
West Midlands,68.49347524217825,Remain
Northern Ireland,73.0888468811495,Remain
Yorkshire,77.91758843033524,Remain
Scotland,71.77203735697259,Remain
Northern Ireland,72.61006031153057,Leave
West Midlands,79.67064011378677,Remain
Wales,64.30187935104483,Remain
East Midlands,79.54911694756058,Leave
South East,76.54102876197267,Leave
Yorkshire,63.129900606616324,Leave
Yorkshire,62.295676794710644,Leave
Wales,60.84507677871869,Leave
Greater London,76.45724867376116,Remain
Wales,70.94285320162227,Remain
West Midlands,76.73077265204907,Remain
West Midlands,72.78217902205598,Leave
Wales,74.81004756627289,Leave
Northern Ireland,73.88003607890339,Leave
Yorkshire,65.02783922690475,Remain
Scotland,61.93967837717841,Leave
West Midlands,61.71822917163274,Leave
Northern Ireland,77.44456741332247,Leave
South East,77.09071100199242,Leave
Scotland,72.23804997558383,Leave
West Midlands,60.02212631994024,Remain
Northern Ireland,77.25423892966106,Remain
Northern Ireland,66.91714500760828,Leave
West Midlands,60.06557940107444,Remain
Greater London,71.48210562918295,Leave
Yorkshire,71.80268867433284,Remain
Northern Ireland,64.37227450397087,Leave
South East,75.7750843435649,Remain
Greater London,70.4354404664139,Remain
Scotland,73.67850352121891,Leave
South East,78.62459091039177,Remain
West Midlands,74.318014640996,Leave
Yorkshire,66.85648098240019,Leave
West Midlands,79.55792276249764,Leave
Greater London,69.64334955173759,Leave
West Midlands,78.2031735185927,Remain
Northern Ireland,62.63219598685197,Remain
Greater London,76.60865914164536,Leave
Scotland,64.20023334469487,Leave
Greater London,77.44986744254774,Remain
Scotland,76.95032036874423,Leave
North East,74.05811721421509,Leave
Scotland,70.03005285408459,Leave
Wales,71.65480278204143,Remain
Wales,69.98715083024575,Leave
Yorkshire,72.93921824828058,Leave
Wales,65.50293247364107,Remain
Greater London,66.83748226439486,Leave
Greater London,71.39452093738022,Remain
Greater London,70.78700042461269,Leave
Greater London,61.60540285056178,Leave
East Midlands,72.56705896674158,Leave
Northern Ireland,70.15611647715141,Leave
West Midlands,74.08895794463307,Leave
Yorkshire,79.93606978994673,Remain
West Midlands,68.70979430054302,Remain
Northern Ireland,68.11300039372529,Leave
Yorkshire,74.2762790185459,Remain
Scotland,75.12463695784967,Leave
Wales,76.65969395834554,Leave
South East,73.69262993487342,Leave
Yorkshire,71.33618807834509,Leave
Wales,69.52188948443299,Leave
North East,66.74738441261705,Leave
Scotland,73.8874592239166,Remain
East Midlands,77.14507975856262,Remain
Northern Ireland,70.89974971086718,Leave
Scotland,65.32755714147316,Remain
South East,71.90186004650822,Leave
Scotland,79.00792594809221,Remain
Northern Ireland,70.53026529013032,Leave
East Midlands,63.65954624949725,Leave
East Midlands,70.53929685870325,Remain
Yorkshire,66.79044002185286,Leave
South East,78.47379341072615,Leave
North East,73.15368770860803,Remain
Northern Ireland,74.82630697135913,Remain
Northern Ireland,70.87355219378823,Remain
South East,67.74084146798506,Leave
South East,72.34553151643647,Leave
Yorkshire,70.88258175030202,Leave
West Midlands,69.395514170642,Remain
Yorkshire,77.86776536546468,Leave
Wales,62.01784037192399,Leave
Scotland,75.8297747555574,Leave
Northern Ireland,79.69743845967209,Leave
West Midlands,76.28207560898477,Leave
East Midlands,70.43269935695766,Leave
West Midlands,72.0849266530891,Leave
Greater London,70.16824568294933,Leave
Scotland,79.56916935433604,Remain
Yorkshire,77.37569496363837,Leave
Wales,62.34789346672454,Leave
East Midlands,76.3086465373129,Leave
South East,76.94779835472164,Remain
West Midlands,63.65875888936237,Leave
Greater London,61.84340894874854,Remain
North East,66.36035579386734,Remain
Scotland,78.2376066535692,Leave
East Midlands,61.572628988081526,Remain
South East,70.97354075142377,Leave
Yorkshire,70.36992346796809,Leave
North East,63.693350801706444,Remain
Scotland,74.44713144325581,Leave
South East,69.54995515931253,Remain
North East,64.64147396480229,Remain
West Midlands,66.22438460684069,Leave
East Midlands,69.18154596690239,Leave
Northern Ireland,71.25111762381607,Leave
North East,74.42773325243574,Leave
Northern Ireland,76.34079839604442,Remain
Yorkshire,70.6009851283214,Remain
Northern Ireland,65.28347996938761,Leave
Greater London,74.00908296040564,Remain
South East,74.1995079437581,Leave
Greater London,77.57202109071014,Leave
Yorkshire,60.094618107649886,Remain
Yorkshire,64.55140572866013,Remain
North East,78.31236749376652,Remain
Wales,61.848771469296715,Remain
Northern Ireland,79.31559039115955,Remain
Yorkshire,72.11885466173752,Remain
Northern Ireland,65.36621478886961,Remain
Yorkshire,65.16442456729987,Leave
South East,69.42262370676298,Remain
South East,67.50442070446834,Leave
North East,69.10254879268263,Remain
Northern Ireland,78.874483576425,Leave
East Midlands,62.58139048137486,Remain
Yorkshire,77.80895542907456,Remain
Northern Ireland,78.03332340803905,Leave
Yorkshire,77.49866900638646,Remain
West Midlands,67.24128320189631,Leave
Wales,67.18930529107143,Remain
East Midlands,66.99357277071195,Remain
West Midlands,79.65701485040425,Leave
Wales,78.24013529132924,Remain
Scotland,60.21849955044098,Remain
Greater London,73.33654996630956,Remain
East Midlands,73.99551825142785,Leave
North East,62.164795982417985,Leave
Wales,66.75360757898477,Remain
Northern Ireland,75.73253941401202,Leave
East Midlands,77.83626754998852,Leave
Wales,62.915375493114595,Leave
Northern Ireland,62.26031188375114,Remain
South East,60.21393356466778,Leave
Northern Ireland,75.51528880818742,Leave
Northern Ireland,63.02579312603729,Leave
Wales,75.58422635168512,Leave
Wales,66.00852363482986,Remain
Scotland,79.1376704586695,Remain
Yorkshire,77.41988987865035,Leave
Greater London,78.67821728702899,Leave
North East,71.82476501878376,Leave
Northern Ireland,73.02194716375283,Remain
North East,72.29752191901255,Remain
Wales,64.09501843370694,Remain
South East,65.11523304835497,Leave
Wales,63.298481217278855,Leave
South East,66.57707205031124,Remain
Scotland,62.049264516826355,Leave
Scotland,66.17660305248442,Leave
South East,75.8243591516589,Leave
Wales,61.431907028050276,Leave
West Midlands,72.71614192083449,Leave
Scotland,73.14198494054747,Leave
Scotland,61.202539867312126,Remain
Northern Ireland,65.7014940778626,Remain
South East,75.73557683298847,Remain
North East,78.24262810012604,Remain
Northern Ireland,69.75144260375836,Remain
East Midlands,65.7270281761802,Leave
Yorkshire,74.38479567620747,Leave
Northern Ireland,60.96954941465578,Leave
Yorkshire,68.86859294725267,Leave
Yorkshire,70.78575660703697,Leave
West Midlands,72.23144935827767,Remain
East Midlands,66.96307328861593,Leave
Yorkshire,61.50147393358556,Remain
Scotland,62.994357743651356,Leave
Yorkshire,60.89217934898536,Remain
Wales,72.73142687623485,Remain
West Midlands,72.35450141674387,Remain
Greater London,74.96597087462789,Leave
Greater London,60.795742361900906,Remain
West Midlands,79.15958695103511,Remain
North East,65.9555438972038,Leave
West Midlands,78.2608603611823,Remain
Greater London,79.12518434762444,Remain
Scotland,67.45912127450458,Remain
East Midlands,64.41869820311072,Remain
West Midlands,70.68657564379272,Remain
Wales,73.56926086776144,Leave
Wales,78.2835396748641,Leave
East Midlands,69.46603794775571,Leave
Wales,66.06379623147573,Leave
Greater London,60.78756887231583,Remain
Greater London,68.57760470130648,Remain
North East,60.071744555921754,Remain
Greater London,74.9372601110445,Leave
Scotland,74.8082920847614,Remain
Wales,65.61438820167838,Remain
Scotland,60.53301064398843,Leave
West Midlands,63.99580535391975,Leave
Greater London,74.91970496904385,Remain
Greater London,61.77321444939061,Leave
West Midlands,62.407924803898254,Leave
North East,67.66179166936952,Remain
Northern Ireland,74.18900665852351,Remain
Scotland,67.79527748518149,Leave
Northern Ireland,65.41335548480147,Leave
Greater London,67.22216313566022,Leave
Scotland,61.840111147729644,Leave
South East,66.73522052162532,Leave
Wales,60.518194022859866,Leave
South East,76.71443734893394,Leave
Greater London,67.37346718676568,Remain
Northern Ireland,63.33735363167774,Leave
North East,64.34319383582306,Leave
East Midlands,68.90267994616256,Remain
Greater London,73.64616296807401,Leave
Greater London,78.75302928904071,Remain
West Midlands,65.65113290435298,Leave
West Midlands,69.02918340025047,Remain
East Midlands,69.39415515426153,Remain
North East,74.04143612239852,Remain
Yorkshire,77.23631553324836,Leave
South East,62.612849075816435,Leave
Northern Ireland,71.07002428884248,Leave
Scotland,70.25814499623422,Remain
West Midlands,63.15722596273743,Remain
Yorkshire,79.65287382867471,Remain
Wales,65.00693221260312,Leave
East Midlands,62.28979608052146,Leave
Northern Ireland,71.11092574515321,Remain
South East,64.90407384847909,Leave
East Midlands,71.43644523222567,Leave
Northern Ireland,77.61440158343243,Leave
East Midlands,60.59661660119725,Remain
Greater London,62.76439775825136,Remain
East Midlands,69.55409676817352,Remain
South East,62.12561631327112,Remain
West Midlands,71.9652869686703,Remain
Yorkshire,65.92992396957489,Remain
North East,61.15365267422078,Leave
West Midlands,76.8966074931906,Leave
Yorkshire,67.06741379062983,Leave
Northern Ireland,63.31882641597229,Leave
North East,62.273646824937046,Remain
South East,64.13675102672384,Remain
Scotland,74.29561137004684,Leave
East Midlands,62.016673019808415,Remain
North East,66.88805323161503,Leave
Wales,67.14361240088361,Remain
North East,65.32724835200123,Remain
Scotland,63.300226887694514,Remain
North East,74.38195061621768,Remain
East Midlands,75.86161806860677,Leave
North East,66.23083457561276,Leave
Northern Ireland,62.53712129640847,Leave
Yorkshire,62.37166802779043,Leave
West Midlands,62.91092886907166,Leave
Scotland,66.14484383178414,Leave
Greater London,65.00993691612165,Leave
Northern Ireland,69.98985179614279,Remain
Greater London,77.80786136833343,Leave
Wales,65.37321778629456,Remain
Greater London,68.21505084437463,Leave
East Midlands,75.19490148213288,Leave
North East,79.50815930176837,Leave
Scotland,74.666099304682,Leave
Yorkshire,76.63251201135398,Remain
Greater London,61.56197160644727,Leave
Wales,61.64468293304546,Leave
Greater London,73.12980787137283,Leave
West Midlands,78.61303155313448,Leave
Scotland,60.04715932907936,Leave
West Midlands,73.05305255605569,Remain
Northern Ireland,72.19674207744549,Remain
East Midlands,75.61734072388263,Remain
Northern Ireland,65.61062336383195,Remain
South East,62.447627255384134,Leave
South East,75.60044478062906,Leave
West Midlands,70.64547130746136,Remain
